selling_price,km_driven,age,make,model,Petrol,Manual
7,120000,7,MARUTI,CIAZ ZDI,0,1
1.2,100000,10,CHEVROLET,SPARK 1.0,1,1
20.9025,48500,7,MERCEDES-BENZ,GLE CLASS,0,0
4.55,34000,6,MARUTI,SWIFT 1.2,1,1
1.6,88157,11,TATA,INDIGO LS,0,1
3.65,54000,9,MARUTI,SWIFT VXI,1,1
5.55,163000,7,TOYOTA,ETIOS GD,0,1
4.7,11275,9,MARUTI,SWIFT DZIRE,1,1
3.25,58000,10,MARUTI,RITZ VDI,0,1
20.9025,35000,5,TOYOTA,FORTUNER 2016-2021,0,0
8,19000,8,NISSAN,TERRANO XL,0,1
4,48000,11,MARUTI,SWIFT VDI,0,1
5.5,68000,8,RENAULT,DUSTER 85PS,0,1
15.19,23000,4,HONDA,CIVIC 1.8,1,0
7.4,31500,5,MARUTI,SWIFT DZIRE,0,0
1.25,120000,10,TATA,VISTA TDI,0,1
2.71,63000,12,HONDA,BRIO V,1,1
4.25,63000,12,MARUTI,KIZASHI CVT,1,0
4.75,60000,5,MAHINDRA,SUPRO LX,0,1
3.25,73000,10,HONDA,AMAZE S,0,1
6,10000,3,HYUNDAI,GRAND I10,1,0
3,208000,10,HONDA,AMAZE S,0,1
3,30000,13,HYUNDAI,I10 SPORTZ,1,1
3.45,83000,7,MARUTI,WAGON R,0,1
9,60000,5,MAHINDRA,SCORPIO S3,0,1
10.25,83000,7,MAHINDRA,XUV500 W10,0,1
14.5,58132,6,ISUZU,D-MAX V-CROSS,0,1
4,34000,8,MARUTI,SWIFT LXI,1,1
3.67,45120,9,HONDA,AMAZE S,0,1
5.35,15000,4,HYUNDAI,GRAND I10,1,0
8.05,15000,4,MARUTI,ERTIGA VXI,1,1
14.88,1000,3,MG,HECTOR HYBRID,1,1
2.5,64000,11,HYUNDAI,I10 SPORTZ,1,1
7,98000,12,MERCEDES-BENZ,E-CLASS E250,0,0
6.75,65000,7,MARUTI,VITARA BREZZA,0,1
4.25,84000,8,MARUTI,SWIFT DDIS,0,1
2.6,33000,8,MARUTI,ALTO 800,1,1
3,57368,9,HYUNDAI,XCENT 1.2,1,1
7,55670,7,HONDA,CITY I,1,1
5.6,50000,6,MARUTI,BALENO DELTA,0,1
1.55,148000,17,HYUNDAI,VERNA CRDI,0,1
20.9025,47000,7,PORSCHE,CAYENNE DIESEL,0,0
8,18000,4,MARUTI,ERTIGA VXI,1,1
7.5,52420,12,BMW,3 SERIES,0,0
3.5,10000,8,HYUNDAI,GRAND I10,1,1
13.8,40000,7,TOYOTA,INNOVA CRYSTA,0,1
2.65,55000,8,CHEVROLET,BEAT LT,1,1
10,50000,8,MAHINDRA,SCORPIO S10,0,1
7,50000,5,MARUTI,ERTIGA BSIV,1,1
2.3,76963,14,MARUTI,SWIFT DZIRE,1,1
20.9025,52890,7,BMW,5 SERIES,0,0
3.5,45000,7,MARUTI,ALTO 800,0,1
4,63000,6,HYUNDAI,XCENT 1.2,1,1
8.25,25000,5,MARUTI,BALENO ALPHA,0,1
3.25,10103,5,RENAULT,KWID RXL,1,1
1.5,55000,15,SKODA,FABIA 1.2,1,1
16.75,24000,9,BMW,X1 SDRIVE20D,0,0
8,47240,9,MAHINDRA,XUV500 W8,0,1
4,30000,4,MARUTI,CELERIO LXI,1,1
17.5,58000,5,TOYOTA,INNOVA CRYSTA,0,1
19.25,56000,7,MERCEDES-BENZ,CLA 200,0,0
12,65000,10,AUDI,A4 2.0,0,0
5.35,35213,8,HYUNDAI,I20 SPORTZ,0,1
3.56,35000,8,HYUNDAI,GRAND I10,1,1
5.5,92000,11,MAHINDRA,XUV500 W8,0,1
3.6,34500,5,MARUTI,EECO CNG,0,1
7,50000,6,MARUTI,ERTIGA SHVS,0,1
3.9,30000,7,HYUNDAI,GRAND I10,1,1
12.45,51000,11,TOYOTA,FORTUNER 4X2,0,0
11.5,60000,6,MAHINDRA,XUV500 AT,0,0
1.8,83000,12,MARUTI,WAGON R,1,1
4.25,70000,9,SKODA,RAPID 1.6,1,1
6.5,50000,4,FORD,FREESTYLE TREND,1,1
3.22,110000,7,TATA,BOLT REVOTRON,1,1
4,60000,11,MARUTI,SWIFT ZDI,0,1
2.75,51000,14,HONDA,CITY 1.5,1,1
5.51,45665,8,NISSAN,TERRANO XL,0,1
1.7,40000,12,MARUTI,ALTO LXI,1,1
2.35,100000,13,SKODA,SUPERB 1.8,1,1
7,160000,12,MERCEDES-BENZ,C-CLASS 220,0,0
2.5,70000,9,MARUTI,ALTO K10,1,1
3.5,70000,10,MARUTI,SWIFT VXI,1,1
5.5,60000,6,FIAT,AVVENTURA URBAN,0,1
1.21,20000,9,CHEVROLET,SPARK 1.0,1,1
4.8,50000,7,HYUNDAI,I20 2015-2017,1,1
6.9,30000,6,MARUTI,SWIFT DZIRE,1,0
3.7,105000,15,CHEVROLET,CAPTIVA LT,0,1
6.7,60000,8,MARUTI,CIAZ ZDI,0,1
2.5,50000,12,MARUTI,ALTO K10,1,1
9.35,42000,6,MAHINDRA,SCORPIO S2,0,1
10.3,15000,4,HYUNDAI,VERNA VTVT,1,1
1.1,33650,18,MARUTI,WAGON R,1,1
2.8,80000,8,TATA,INDIGO LS,0,1
2.77,15000,12,MARUTI,SX4 ZXI,1,1
11.45,54000,10,BMW,1 SERIES,0,0
4.7,35000,8,HYUNDAI,I20 MAGNA,1,1
3.7,30000,8,MARUTI,SWIFT LXI,1,1
2.9,60000,10,HONDA,BRIO VX,1,1
4.5,100000,5,MARUTI,CELERIO ZXI,1,0
2.75,58000,7,MARUTI,WAGON R,0,1
4.5,100000,10,RENAULT,SCALA DIESEL,0,1
3.25,68000,10,MARUTI,SWIFT VDI,0,1
7.31,4000,4,MARUTI,SWIFT DZIRE,1,0
3.8,60000,7,MARUTI,WAGON R,1,1
7.5,90000,6,TOYOTA,PLATINUM ETIOS,0,1
1,70000,16,TATA,INDICA GLS,1,1
9,60000,5,TATA,NEXON 1.5,0,1
5,34000,7,HONDA,AMAZE S,1,1
3.3,42000,6,DATSUN,GO A,1,1
14,60000,5,TATA,HEXA XT,0,1
5.4,80000,10,HYUNDAI,VERNA 1.6,0,1
3.7,56000,8,HYUNDAI,XCENT 1.2,1,1
3.75,120000,15,MAHINDRA,BOLERO SLX,0,1
20.9025,50000,7,TOYOTA,FORTUNER 2016-2021,1,0
7.25,35200,7,FORD,ECOSPORT 2015-2021,1,0
7.65,3700,3,HYUNDAI,I20 PETROL,1,1
3.8,25000,7,MARUTI,WAGON R,1,1
20.9025,64000,6,TOYOTA,FORTUNER 2016-2021,0,0
6.21,50000,10,MAHINDRA,XUV500 W8,0,1
6,15000,4,MARUTI,SWIFT DZIRE,1,1
11.3,30000,4,MAHINDRA,XUV300 W8,1,1
6.7,35000,3,MARUTI,SWIFT DZIRE,1,1
20.9025,62876,6,FORD,ENDEAVOUR 3.2,0,0
3.5,70000,8,HONDA,AMAZE S,0,1
5.3,84003,8,MARUTI,SWIFT DZIRE,0,1
8.5,55000,6,MAHINDRA,THAR CRDE,0,1
2.6,42000,7,MARUTI,ALTO 800,0,1
2.45,45000,12,MARUTI,A STAR,1,0
2.3,31000,10,MARUTI,ALTO K10,1,1
2.7,103685,14,TOYOTA,COROLLA ALTIS,1,1
4.75,80000,10,FORD,ECOSPORT 1.5,0,1
7.5,6000,4,TATA,NEXON 1.2,1,1
6.8,100000,5,TATA,ZEST PREMIO,0,1
20.9025,12000,4,LAND,ROVER DISCOVERY,0,0
3.8,54303,9,TOYOTA,ETIOS G,1,1
4.99,65000,10,SKODA,SUPERB ELEGANCE,0,1
5.25,30000,6,HONDA,JAZZ 1.2,1,1
5.35,10000,9,HYUNDAI,I20 MAGNA,1,1
4.85,62150,7,MARUTI,DZIRE VXI,1,1
7.45,47300,8,MAHINDRA,XUV500 W8,0,1
4.75,63000,8,FORD,ASPIRE 1.5,0,1
3,80000,9,HYUNDAI,GRAND I10,0,1
20.9025,20400,7,VOLVO,S90 D4,0,0
20.5,37111,8,VOLVO,S60 2015-2020,0,0
3.25,58000,10,NISSAN,SUNNY XL,1,0
3.35,44000,11,TOYOTA,ETIOS G,1,1
2.99,71000,7,MARUTI,ALTO 800,1,1
6.95,52000,6,MARUTI,ERTIGA SHVS,0,1
3,90000,11,NISSAN,SUNNY DIESEL,0,1
4,70000,10,HYUNDAI,I20 ASTA,1,1
6.5,20000,3,HYUNDAI,GRAND I10,1,1
4.55,70000,8,HYUNDAI,GRAND I10,0,1
5,90000,11,TOYOTA,COROLLA ALTIS,0,1
1.5,100000,15,MARUTI,WAGON R,1,1
5.5,50000,5,HONDA,AMAZE S,1,1
5,67000,8,HYUNDAI,I20 SPORTZ,0,1
3.65,70000,10,HYUNDAI,VERNA 1.6,0,1
7.75,21100,4,HONDA,AMAZE S,1,0
3.1,50000,8,HYUNDAI,GRAND I10,1,1
9.95,27594,4,HYUNDAI,VENUE SX,1,1
1.9,70000,11,HYUNDAI,I10 ERA,1,1
15.75,37000,7,TOYOTA,INNOVA CRYSTA,0,0
9.06,25000,4,HONDA,WR-V I-VTEC,1,1
7.85,35000,6,FORD,ECOSPORT 2015-2021,0,1
2.35,11266,12,MARUTI,ALTO K10,1,1
12,12005,4,MARUTI,XL6 ALPHA,1,0
4.7,80000,10,MAHINDRA,BOLERO 2011-2019,0,1
4,119000,12,HONDA,CITY 1.5,1,1
14.9,3500,3,KIA,SELTOS HTX,1,0
5.35,11000,4,MARUTI,BALENO SIGMA,1,1
5.9,47612,7,SKODA,RAPID 1.5,0,1
2.35,41000,7,RENAULT,KWID RXL,1,1
12.5,21000,4,HYUNDAI,CRETA 1.6,1,1
3,120000,8,MARUTI,WAGON R,1,1
2.2,60000,10,CHEVROLET,BEAT LT,1,1
20.9025,22450,4,BMW,X1 XDRIVE,0,0
6.15,10000,3,MARUTI,SWIFT VXI,1,1
2.5,50000,7,RENAULT,KWID RXT,1,1
9.25,42000,8,MAHINDRA,XUV500 W8,0,1
4.7,10000,7,TATA,ZEST REVOTRON,1,1
7.25,14000,4,MARUTI,SWIFT DZIRE,0,1
3.5,10000,5,RENAULT,KWID 1.0,1,1
3.6,70000,6,MARUTI,WAGON R,1,1
20.9025,38000,7,MERCEDES-BENZ,CLA 200,1,0
7,70000,8,HONDA,CITY I,0,1
1.7,37600,15,MARUTI,ZEN ESTILO,1,1
13,50000,5,MAHINDRA,XUV500 W7,0,0
2.85,64471,12,VOLKSWAGEN,POLO IPL,1,1
0.62,50000,19,MARUTI,WAGON R,1,1
5.5,20000,5,MARUTI,IGNIS 1.2,1,0
3.8,120000,7,TATA,XENON XT,0,1
5.27,33869,6,HONDA,AMAZE E,1,1
2,90000,14,FIAT,LINEA DYNAMIC,0,1
3.96,63497,11,MAHINDRA,BOLERO 2011-2019,0,1
3.84,70000,9,MARUTI,SWIFT DZIRE,1,1
2.1,67000,14,HYUNDAI,I10 MAGNA,1,1
2.8,65000,11,MARUTI,RITZ LDI,0,1
5,50000,8,MARUTI,SWIFT VDI,0,1
10.5,40000,8,TOYOTA,COROLLA ALTIS,0,1
2.1,20000,5,DATSUN,REDIGO D,1,1
4.25,57000,11,HYUNDAI,VERNA 1.6,1,1
4.25,30000,12,MAHINDRA,BOLERO SLE,0,1
4.95,80000,5,MARUTI,SWIFT DZIRE,0,0
2.2,50000,7,MARUTI,ALTO 800,1,1
2.18,190000,12,TATA,SAFARI 2005-2017,0,1
7.5,60000,5,MAHINDRA,BOLERO 2011-2019,0,1
7.15,60000,6,MARUTI,CIAZ AT,1,0
18,21000,9,AUDI,A6 35,0,0
2.6,48000,10,RENAULT,PULSE PETROL,1,1
20.9025,10999,6,AUDI,Q3 35,0,0
3.5,5000,3,MARUTI,ALTO 800,1,1
3,25000,4,RENAULT,KWID RXT,1,1
1.68,100000,13,MARUTI,ALTO K10,1,1
20.9025,175000,11,LAND,ROVER DISCOVERY,0,0
13.5,65000,13,BMW,5 SERIES,0,0
14,86500,11,MERCEDES-BENZ,E-CLASS E250,0,0
0.7,25000,11,TATA,NANO LX,1,1
3.5,120000,11,MARUTI,SWIFT DZIRE,0,1
1.05,50000,15,TATA,INDICA DLE,0,1
4.8,76300,10,HYUNDAI,VERNA 1.6,0,1
4,10000,4,RENAULT,KWID CLIMBER,1,0
4.95,36000,4,HYUNDAI,GRAND I10,1,1
4.2,26000,7,MAHINDRA,KUV 100,1,1
5.31,100000,5,MARUTI,SWIFT DZIRE,0,1
6.8,60000,6,TATA,XENON XT,0,1
8,4000,4,FORD,ECOSPORT 2015-2021,1,1
5.5,86000,8,MARUTI,SWIFT DZIRE,0,1
4.65,81000,11,VOLKSWAGEN,VENTO DIESEL,0,1
1.85,41321,11,MARUTI,ALTO LXI,1,1
3.4,46000,12,MAHINDRA,BOLERO DI,0,1
20.9025,8300,6,MERCEDES-BENZ,GLA CLASS,0,0
3.4,75000,14,HONDA,CITY 2017-2020,1,1
1.35,113000,14,MARUTI,WAGON R,1,1
12.25,15000,5,HYUNDAI,VERNA 1.6,0,0
4.39,16942,8,HONDA,AMAZE EX,1,1
4.65,29484,7,HONDA,JAZZ 1.2,1,1
20.9025,9000,6,AUDI,A5 SPORTBACK,0,0
5.3,84405,8,MARUTI,SWIFT DZIRE,0,1
6.5,30000,6,MARUTI,SWIFT DZIRE,1,1
5.25,14838,6,MARUTI,SWIFT VVT,1,1
8.85,31318,5,HONDA,CITY I,1,1
1.2,63000,16,MARUTI,WAGON R,1,1
8.6,120000,11,TOYOTA,INNOVA 2.5,0,1
8.1,50000,7,MARUTI,VITARA BREZZA,0,1
4.1,74600,11,MARUTI,SWIFT DZIRE,0,1
1.75,80000,14,TATA,SAFARI 2005-2017,0,1
4,66000,8,MARUTI,SWIFT DZIRE,1,1
8.75,31543,5,HONDA,CITY V,1,1
13.5,80000,5,TOYOTA,INNOVA CRYSTA,0,1
4.5,60000,9,MARUTI,SWIFT ZDI,0,1
1.65,10382,13,TATA,INDICA ELS,0,1
7,50000,8,HONDA,CITY I,0,1
20.9025,28000,10,AUDI,Q7 2006-2020,0,0
3.5,60000,11,MARUTI,SWIFT DZIRE,1,1
4,83000,9,TATA,INDIGO EVX,0,1
4.6,18000,5,MARUTI,CELERIO X,1,1
2.2,35000,12,MARUTI,ALTO K10,1,1
9.9,48000,6,HYUNDAI,CRETA 1.6,0,1
9.5,50000,7,MAHINDRA,SCORPIO 1.99,0,1
4.6,120000,11,MAHINDRA,BOLERO 2011-2019,0,1
2.2,20000,11,MARUTI,EECO 5,0,1
9,50000,5,MAHINDRA,THAR CRDE,0,1
5.75,53837,8,VOLKSWAGEN,VENTO 1.2,1,0
19.3,48000,8,TOYOTA,FORTUNER 4X4,0,0
20.9025,15000,6,HYUNDAI,SANTA FE,0,0
4.75,32000,10,MARUTI,SWIFT ZXI,1,1
6.6,1784,3,RENAULT,TRIBER RXZ,1,1
5.75,98955,12,BMW,3 SERIES,0,0
6.25,52000,10,TOYOTA,INNOVA 2.5,0,1
12.5,39000,5,HYUNDAI,CRETA 1.6,1,0
1.1,50000,24,MARUTI,ZEN LXI,1,1
4.25,78000,7,MAHINDRA,KUV 100,0,1
4.6,58000,7,DATSUN,GO PLUS,1,1
20.9025,34500,5,AUDI,A4 35,0,0
2,60000,13,VOLKSWAGEN,POLO PETROL,1,1
2.11,76000,10,MARUTI,ALTO K10,1,1
3.6,5000,6,NISSAN,MICRA ACTIVE,1,1
6,51000,8,MARUTI,ERTIGA VDI,0,1
16,23746,9,BMW,3 SERIES,0,0
2.2,55780,12,MARUTI,ALTO K10,1,1
8.8,100000,6,MAHINDRA,SCORPIO 1.99,0,1
2.4,73000,11,HYUNDAI,I10 ERA,1,1
8,20000,6,MAHINDRA,SCORPIO S2,0,1
4.35,42000,6,TATA,TIAGO 1.05,0,1
1.1,52235,16,MARUTI,ALTO LXI,1,1
4.5,56000,9,RENAULT,DUSTER 85PS,0,1
2.5,37000,11,MARUTI,ALTO K10,1,1
3.85,70000,10,MARUTI,SWIFT DZIRE,0,1
3,80000,6,HYUNDAI,EON LPG,0,1
4,138000,10,MARUTI,SWIFT DZIRE,0,1
4.8,22000,5,MARUTI,EECO CNG,0,1
4,41604,8,HONDA,AMAZE VX,1,1
13.51,65345,9,HYUNDAI,SANTA FE,0,0
6.5,70000,6,MARUTI,CIAZ DELTA,0,1
20.11,30150,10,JAGUAR,XF 2.2,0,0
8.8,39884,6,FORD,ECOSPORT 2015-2021,0,1
2.95,40000,6,DATSUN,REDIGO 1.0,1,1
8,27000,8,MAHINDRA,THAR CRDE,0,1
1.5,67000,14,HYUNDAI,I10 ERA,1,1
0.85,50000,16,CHEVROLET,AVEO U-VA,1,1
5.5,25000,5,HONDA,AMAZE S,1,0
20,50000,9,TOYOTA,FORTUNER 4X2,0,1
3.25,75000,10,HONDA,AMAZE S,0,1
5.55,80000,9,MAHINDRA,SCORPIO VLX,0,1
5.7,58000,8,FORD,ECOSPORT 2015-2021,0,1
3.06,22000,5,RENAULT,KWID 1.0,1,1
4.15,62000,7,MARUTI,CELERIO ZXI,1,0
20.9025,28000,5,TOYOTA,FORTUNER 2016-2021,0,0
3,41000,11,MARUTI,SWIFT VXI,1,1
4.7,32000,8,VOLKSWAGEN,CROSSPOLO 1.2,1,1
4.3,65000,11,MARUTI,ERTIGA VDI,0,1
3.15,10000,7,MARUTI,ALTO K10,1,1
5.49,55000,9,HONDA,CITY I,0,1
4.75,47000,7,MARUTI,SWIFT DZIRE,1,1
5.5,60000,8,MAHINDRA,TUV 300,0,1
1.4,75000,17,FORD,IKON 1.3,1,1
4.1,144000,9,HONDA,CITY I,0,1
7.95,20500,7,MARUTI,CIAZ AT,1,0
8.2,30000,7,HYUNDAI,I20 ASTA,0,1
6.25,32208,11,MAHINDRA,SCORPIO EX,0,1
3.7,68000,5,DATSUN,GO T,1,1
3.5,90000,9,MARUTI,SWIFT VDI,0,1
0.95,40000,15,HYUNDAI,ACCENT GLX,1,1
20.9025,34000,6,LEXUS,ES 300H,1,0
5.35,14499,4,MARUTI,SWIFT LXI,1,1
10.5,34000,4,HYUNDAI,VENUE SX,1,0
4,17500,7,TATA,TIAGO 1.05,0,1
2.75,39900,8,MARUTI,EECO 5,0,1
0.95,120000,18,MARUTI,ALTO LX,1,1
20.9025,40000,6,JEEP,WRANGLER 2016-2019,1,0
4,90000,10,MARUTI,SWIFT DZIRE,0,1
1.5,50000,17,HYUNDAI,SANTRO XING,1,1
7.4,70000,6,MARUTI,S-CROSS 2017-2020,0,1
1.21,40000,18,MARUTI,ALTO LXI,1,1
5.5,40000,9,MARUTI,SWIFT DZIRE,1,1
5.1,10000,5,HYUNDAI,GRAND I10,1,1
8,10000,5,MARUTI,BALENO ALPHA,1,0
5.92,30000,4,MARUTI,SWIFT VXI,1,1
7.85,4717,4,HONDA,AMAZE V,1,0
20.9025,10000,5,MERCEDES-BENZ,GLA CLASS,1,0
6.25,30000,7,MARUTI,CIAZ VXI,1,1
2.05,75150,12,MARUTI,A STAR,1,1
4.7,150000,9,FORD,ECOSPORT 1.5,0,1
1.24,40000,15,MARUTI,ZEN ESTILO,1,1
6.2,90000,6,MARUTI,SWIFT DDIS,0,1
5.7,100000,9,HONDA,CITY I,0,1
18.11,46000,4,TOYOTA,INNOVA CRYSTA,0,0
6.25,104000,11,HYUNDAI,SANTA FE,0,0
20.9025,32000,7,TOYOTA,CAMRY HYBRID,1,0
11,71000,5,HYUNDAI,CRETA 1.6,0,1
7,60000,7,HONDA,MOBILIO V,1,1
5.25,61000,8,FORD,ECOSPORT 1.5,1,1
3.2,58000,11,HONDA,JAZZ X,1,1
2.45,50000,11,FIAT,LINEA EMOTION,0,1
5.25,23000,7,HONDA,JAZZ 1.5,0,1
5.95,48000,10,TOYOTA,COROLLA ALTIS,1,1
2.75,20000,8,MARUTI,ALTO K10,1,1
5.9,56000,10,HYUNDAI,ELANTRA CRDI,0,0
5.1,33000,7,MARUTI,BALENO DELTA,0,1
5.85,100000,11,MAHINDRA,XUV500 W8,0,1
3,30000,9,CHEVROLET,BEAT DIESEL,0,1
1.5,174926,12,HYUNDAI,SANTRO XING,1,1
5.5,150000,6,TATA,ZEST QUADRAJET,0,1
4,60000,9,MARUTI,SWIFT DZIRE,0,1
2.65,55171,11,RENAULT,PULSE PETROL,1,1
7,70333,7,HONDA,CITY I,1,1
5,90000,6,HYUNDAI,I20 2015-2017,1,1
10.5,25000,11,TOYOTA,INNOVA 2.5,0,1
0.95,130000,12,TATA,INDICA EXETA,1,1
2.2,110000,10,CHEVROLET,BEAT DIESEL,0,1
5.68,120000,7,MARUTI,SWIFT DZIRE,0,1
10,5000,4,TOYOTA,YARIS J,1,0
12.75,39000,5,MAHINDRA,SCORPIO S7,0,1
10,40000,12,AUDI,A4 2008-2014,0,0
4.75,25000,8,HYUNDAI,I20 SPORTZ,1,1
3.5,92000,12,SKODA,SUPERB 1.8,1,1
3.95,51000,9,VOLKSWAGEN,POLO 1.5,0,1
8.25,54000,11,BMW,3 SERIES,0,0
4.5,35000,6,TATA,TIAGO 1.05,0,1
4.95,24000,5,MARUTI,CELERIO ZXI,1,1
5,70000,10,RENAULT,DUSTER 110PS,0,1
9,140000,8,MAHINDRA,SCORPIO S10,0,1
7,387000,10,TOYOTA,INNOVA 2.5,0,1
6.5,135000,7,MAHINDRA,TUV 300,0,1
1.75,50000,10,HYUNDAI,EON ERA,1,1
7.1,36000,6,MARUTI,VITARA BREZZA,0,1
4,110000,5,TATA,TIAGO 1.2,1,1
4.7,1000,6,TATA,TIAGO 1.2,1,1
7.95,24525,5,MARUTI,VITARA BREZZA,0,1
7.85,32440,6,HONDA,CITY I-VTEC,1,1
0.78,11115,12,TATA,NANO LX,1,1
6.5,40000,5,VOLKSWAGEN,AMEO 1.5,0,1
2.5,70000,12,HYUNDAI,I10 SPORTZ,1,1
2.7,70000,12,TOYOTA,ETIOS GD,0,1
2.7,30000,5,DATSUN,REDIGO 1.0,1,1
7.5,20000,6,MAHINDRA,TUV 300,0,1
9.14,23268,5,VOLKSWAGEN,VENTO 1.5,0,1
10.15,73324,8,TOYOTA,COROLLA ALTIS,0,1
1.65,60000,11,FIAT,GRANDE PUNTO,0,1
2.6,67000,10,MARUTI,WAGON R,0,1
5.5,150000,8,RENAULT,DUSTER 85PS,0,1
20.9025,25000,4,TOYOTA,INNOVA CRYSTA,0,0
7.5,100000,8,RENAULT,LODGY 85PS,0,1
20.9025,15000,5,MERCEDES-BENZ,GLA CLASS,0,0
1.75,85000,15,HYUNDAI,ACCENT GLE,1,1
5.4,50000,5,MARUTI,SWIFT VXI,1,1
0.7,80000,20,MARUTI,800 AC,1,1
6.2,40000,7,MAHINDRA,THAR CRDE,0,1
15.5,56000,9,AUDI,A4 2.0,0,0
3.5,60000,12,HONDA,CITY 1.5,1,1
3,10000,7,MARUTI,ALTO K10,1,1
5.5,110000,9,HONDA,CITY I,0,1
2,67000,9,CHEVROLET,BEAT LS,1,1
12.7,30000,4,MAHINDRA,SCORPIO S9,0,1
1.7,96000,11,MARUTI,OMNI 8,1,1
7.4,20000,4,MARUTI,ERTIGA VXI,1,1
20.9025,89000,9,MERCEDES-BENZ,GL-CLASS 350,0,0
4.5,15000,5,TATA,TIAGO 1.2,1,1
1.33,100000,26,MARUTI,1000 AC,1,1
7.5,15000,6,HYUNDAI,VERNA 1.6,1,0
5.2,90000,8,MARUTI,SWIFT VDI,0,1
3.45,73695,10,MARUTI,SWIFT VXI,1,1
2.2,70000,12,PREMIER,RIO LX,0,1
2.15,100000,14,HYUNDAI,I10 ERA,1,1
3.7,10000,13,HYUNDAI,VERNA TRANSFORM,1,1
2.3,14971,9,MARUTI,ALTO 800,1,1
6,100000,14,MITSUBISHI,PAJERO 2.8,0,1
10.75,16000,4,HONDA,CITY VX,1,1
2.89,215000,12,MARUTI,SWIFT VDI,0,1
5.5,50000,8,MAHINDRA,BOLERO 2011-2019,0,1
5.5,64000,5,FORD,FIGO ASPIRE,0,1
4.5,60000,10,NISSAN,TERRANO XL,0,1
6,25000,6,TATA,TIGOR 1.05,0,1
5.25,37006,8,MARUTI,CIAZ ZDI,0,1
3.5,50000,9,MARUTI,WAGON R,1,1
1.8,8000,14,CHEVROLET,SPARK 1.0,1,1
2.55,94000,14,MARUTI,SWIFT DZIRE,0,1
8.9,93469,8,MAHINDRA,SCORPIO S10,0,1
15,20000,5,MAHINDRA,XUV500 W10,0,1
20.9025,20000,7,MERCEDES-BENZ,E-CLASS E250,0,0
5,35000,10,MAHINDRA,BOLERO 2011-2019,0,1
3.3,38546,8,MARUTI,WAGON R,1,1
8.5,18000,6,SKODA,RAPID 1.6,1,0
3.35,34500,8,FORD,FIGO PETROL,1,1
6.1,43000,5,MARUTI,SWIFT DZIRE,1,0
1.2,40000,13,TATA,INDICA VISTA,0,1
8.34,20000,5,MARUTI,BALENO ALPHA,1,0
1.7,100000,12,FORD,FIGO DIESEL,0,1
9,40000,5,MARUTI,VITARA BREZZA,0,1
4.5,120000,9,HONDA,CITY I,0,1
9,25000,4,MARUTI,ERTIGA ZXI,1,0
3.9,112000,10,FORD,CLASSIC 1.4,0,1
3.6,98000,12,VOLKSWAGEN,VENTO PETROL,1,1
5.3,66000,7,HONDA,JAZZ S,1,1
20.9025,30000,6,BMW,X1 SDRIVE,0,0
5.51,60000,8,MAHINDRA,BOLERO 2011-2019,0,1
10.5,41315,11,MERCEDES-BENZ,C-CLASS C,1,0
10,60000,5,HYUNDAI,CRETA 1.6,0,1
1.6,60000,13,MARUTI,ESTILO LXI,1,1
0.8,80000,19,MARUTI,ALTO LXI,1,1
2.5,60000,8,MARUTI,EECO FLEXI,0,1
3.5,100000,7,FIAT,PUNTO 1.3,0,1
3.9,35000,7,MARUTI,WAGON R,1,1
20.9025,120000,9,AUDI,Q7 2006-2020,0,0
1.3,80000,15,HYUNDAI,VERNA XI,1,1
7,80000,6,RENAULT,SCALA DIESEL,0,1
4.5,100000,6,MARUTI,SWIFT DZIRE,0,1
13.85,35400,10,MERCEDES-BENZ,C-CLASS C,0,0
2.85,68500,8,TATA,ZEST QUADRAJET,0,1
20.9025,18000,6,BMW,7 SERIES,0,0
4.95,37000,7,MARUTI,SWIFT VXI,1,1
3.1,42289,10,HONDA,BRIO V,1,1
8,10000,6,HONDA,WR-V I-VTEC,1,1
2.6,40000,6,RENAULT,KWID 1.0,1,1
0.65,120000,20,MARUTI,ALTO LX,1,1
4.6,60000,7,HYUNDAI,GRAND I10,1,1
4.5,100000,9,HYUNDAI,I20 MAGNA,0,1
4.3,100000,9,FORD,CLASSIC 1.4,0,1
1.05,55000,16,MARUTI,WAGON R,1,1
17.75,34000,6,HONDA,CR-V 2.4L,1,0
5.25,67000,7,FORD,ECOSPORT 2015-2021,0,1
3.41,10000,6,RENAULT,KWID CLIMBER,1,0
7.9,95000,11,MITSUBISHI,PAJERO 4X4,0,1
7.75,20699,7,HYUNDAI,CRETA 1.6,1,1
10.99,75000,12,TOYOTA,FORTUNER 3.0,0,1
3.2,89000,9,HONDA,AMAZE SX,0,1
5.99,59000,6,SKODA,RAPID 1.6,1,0
7.5,120000,9,MAHINDRA,SCORPIO S2,0,1
1.4,228000,12,TATA,INDIGO LX,0,1
2.2,35000,13,FIAT,PUNTO 1.2,1,1
5.1,68791,6,MARUTI,SWIFT VDI,0,1
3,10300,4,MARUTI,ALTO 800,1,1
11,25000,4,MARUTI,ERTIGA ZDI,0,1
2.6,68001,10,MARUTI,RITZ VDI,0,1
4.35,36000,9,MARUTI,SWIFT DZIRE,1,1
3.2,60000,12,HONDA,JAZZ MODE,1,1
3.5,25000,7,MARUTI,ALTO K10,1,1
20.9025,48000,6,MERCEDES-BENZ,E-CLASS EXCLUSIVE,0,0
14.9,90000,6,HONDA,CR-V 2.4,1,0
